Method,Initialization,Target_Month,Lead_Month,NINO3.4,AUC,SEDI,BSS,Accuracy,CSI,BrS,RMSE,MHW_Intensity_Error_C,Observed_MHW_Intensity_RMSE_C,BrS_Reference,hits,misses,false_alarms,correct_negatives
NMME ensemble mean,1990-07,1990-10,3,0.230743408203125,0.6539649167199236,0.2086228132247924,-1.06533734388508,0.8993076937712726,0.0698113840380111,0.1006923062287274,0.230333268387159,0.2261698029847948,0.230333268387159,0.0487534428827575,180.3615580201149,975.784670650959,1427.4088820815086,21283.149732351303
NMME ensemble mean,1990-07,1990-11,4,0.0581626892089843,0.6090900052469662,0.1195564419031143,-1.7289245262931572,0.8857713063747964,0.0457091879397467,0.1142286936252036,0.3097358620488845,0.2502124336648202,0.3097358620488845,0.0418585023237584,130.58414071798325,819.8626989126205,1906.3998164534569,21009.858187019825
NMME ensemble mean,1990-07,1990-12,5,0.2891044616699219,0.5581114395930927,0.1188766807317733,-1.4857643450554847,0.8425729144139569,0.0670613695952732,0.1574270855860431,0.3064196729510925,0.2082863481559334,0.3064196729510925,0.0633314601600053,270.0792756676674,1320.9784974455831,2436.287288546562,19839.359781444076
NMME ensemble mean,1990-07,1991-01,6,0.6343975067138672,0.6509954830949578,0.3067994117736816,-1.953371750202892,0.8168106711628227,0.108921902266465,0.1831893288371773,0.4963952278517287,0.2594118803037738,0.4963952278517287,0.0620271826005623,534.4315420389175,1017.715221643448,3354.4104201197624,18960.14765930176
NMME ensemble mean,1990-07,1991-02,7,0.4009056091308594,0.5366937703510122,-0.0386764742434024,-2.64680260272391,0.7690430954512986,0.0457736658358118,0.2309569045487014,0.5070081136067893,0.4481393061554173,0.5070081136067893,0.063331342468658,264.4159868359566,1326.6382751464844,4185.54199719429,18090.108583927155
NMME ensemble mean,1990-07,1991-03,8,0.2180290222167968,0.6220991083433044,0.2058032304048538,-2.910514292856131,0.7672354323131078,0.0822411407813675,0.2327645676868922,0.6099048162871638,0.2832048236563029,0.6099048162871638,0.0595227507829635,497.817172408104,979.6139225363733,4575.70931237936,17813.56443578005
NMME ensemble mean,1990-07,1991-04,9,0.353921890258789,0.523156665270801,-0.0693325996398925,-2.062379870120997,0.7376850915726313,0.0554762743949554,0.2623149084273686,0.376334830437486,0.4598067328720253,0.376334830437486,0.0856572076464845,367.71373522281647,1889.39656996727,4371.195925414562,17238.398612499237
NMME ensemble mean,1990-08,1990-09,1,0.167510986328125,0.6341674310943181,0.1201881170272827,-0.7959789498511267,0.9178033282591206,0.0430262492166933,0.0821966717408793,0.1829048481303785,0.1405126539878279,0.1829048481303785,0.0457670574299842,88.20235031843185,978.849903166294,982.9138003587724,21816.738789260387
NMME ensemble mean,1990-08,1990-10,2,0.230743408203125,0.648002332912514,0.2050059139728546,-1.0769157833511094,0.8987432049840941,0.0689645340599137,0.1012567950159059,0.2286856726498819,0.1732677086434115,0.2286856726498819,0.0487534428827575,179.00955820083618,977.1366704702376,1439.529369533062,21271.02924489975
NMME ensemble mean,1990-08,1990-11,3,0.0581626892089843,0.598448282417176,0.1083496287465095,-1.790316443526213,0.8832015326646365,0.0439865344870492,0.1167984673353635,0.3368766092261065,0.2163566069203663,0.3368766092261065,0.0418585023237584,128.25826001167297,822.1885796189308,1965.4059664011,20950.85203707218
NMME ensemble mean,1990-08,1990-12,4,0.2891044616699219,0.5742599683878048,0.1390392035245895,-1.5166821136656248,0.8406148469829875,0.0718926378933376,0.1593851530170124,0.3178397403051488,0.2016298814080191,0.3178397403051488,0.0633314601600053,294.663625061512,1296.3941480517387,2507.6042553782463,19768.04281461239
NMME ensemble mean,1990-08,1991-01,5,0.6343975067138672,0.6306895116307617,0.2610585391521454,-2.0556663294236954,0.8104656266184462,0.0982880939611255,0.1895343733815537,0.4732185452049489,0.2797002204361619,0.4732185452049489,0.0620271826005623,493.0756491422653,1059.0711145401,3464.4898325800896,18850.06824684143
NMME ensemble mean,1990-08,1991-02,6,0.4009056091308594,0.5266062412228927,0.009068758226931,-2.669667031699394,0.7675950604695019,0.0534624776438408,0.2324049395304981,0.4763296735583214,0.4199941500839438,0.4763296735583214,0.063331342468658,313.29182559251785,1277.762436389923,4268.977659463882,18006.672921657562
NMME ensemble mean,1990-08,1991-03,7,0.2180290222167968,0.6091291385112761,0.1887753456830978,-2.9169256930869727,0.7668538081349975,0.0793805482902011,0.2331461918650025,0.5732477382037463,0.2700896983295456,0.5732477382037463,0.0595227507829635,479.79391527175903,997.637179672718,4566.794166862965,17822.479581296444
NMME ensemble mean,1990-08,1991-04,8,0.353921890258789,0.5412310136244811,0.0315546281635761,-2.1301641282788437,0.7318788812964419,0.076701320131209,0.2681211187035582,0.3273147493993836,0.3018427722210424,0.3273147493993836,0.0856572076464845,531.5989435911179,1725.5113615989685,4673.656240701675,16935.938297212124
NMME ensemble mean,1990-08,1991-05,9,0.4452362060546875,0.616780081063325,0.1099554076790809,-2.096183600720644,0.7825911641040846,0.0761958578721097,0.2174088358959154,0.4934942555016421,0.4256433235741085,0.4934942555016421,0.0702183280879444,427.9776707291603,1368.5386575460434,3820.293859064579,18249.894655764103
NMME ensemble mean,1990-09,1990-10,1,0.230743408203125,0.6972200057296474,0.1775244921445846,-0.929797229406052,0.9059157410008484,0.060895338820345,0.0940842589991517,0.1918551911611962,0.0946904131068099,0.1918551911611962,0.0487534428827575,145.60607200860977,1010.540156662464,1234.94108325243,21475.61753118038
NMME ensemble mean,1990-09,1990-11,2,0.0581626892089843,0.6339961348530849,0.1872226446866989,-1.2741655160044854,0.9048068374637148,0.0574102444558283,0.0951931625362851,0.3338965610040418,0.1991229021636236,0.3338965610040418,0.0418585023237584,138.37731462717056,812.0695250034332,1459.8775883316994,21456.380415141582
NMME ensemble mean,1990-09,1990-12,3,0.2891044616699219,0.5700332880334549,0.1613438725471496,-1.1509308968983776,0.8637784055961559,0.0742300625916622,0.136221594403844,0.3216371001724981,0.2111998376256305,0.3216371001724981,0.0633314601600053,260.68447905778885,1330.373294055462,1920.7872928380968,20354.85977715254
NMME ensemble mean,1990-09,1991-01,4,0.6343975067138672,0.5843961645287591,0.2241699695587158,-1.958062376012322,0.8165197248592303,0.0905761122214573,0.1834802751407697,0.4628506995002417,0.2290540238832381,0.4628506995002417,0.0620271826005623,436.1432575583458,1116.0035061240196,3263.0660651922226,19051.492014229298
NMME ensemble mean,1990-09,1991-02,5,0.4009056091308594,0.5187837416947657,-0.0003083499323111,-2.7248789188413567,0.7640984175365734,0.052247859628507,0.2359015824634266,0.4866662071385044,0.3813636464884584,0.4866662071385044,0.063331342468658,310.38237112760544,1280.6718908548355,4349.5215498209,17926.129031300545
NMME ensemble mean,1990-09,1991-03,6,0.2180290222167968,0.6020339712173616,0.2329018265008926,-2.798256695082741,0.7739173133288674,0.0871479406963583,0.2260826866711326,0.5648407142817525,0.2802899953216631,0.5648407142817525,0.0595227507829635,515.1295900940895,962.3015048503876,4433.547248065472,17955.726500093937
NMME ensemble mean,1990-09,1991-04,7,0.353921890258789,0.5198706431847938,0.0014303831849247,-2.182498920730138,0.7273960291123055,0.07106800672969,0.2726039708876944,0.3216988094216034,0.2988015731521697,0.3216988094216034,0.0856572076464845,497.7541093230248,1759.3561958670616,4746.802316367626,16862.792221546173
NMME ensemble mean,1990-09,1991-05,8,0.4452362060546875,0.6538940929844461,0.2267823666334152,-2.144743006733606,0.7791814038009106,0.1006433306608576,0.2208185961990893,0.3070620238229317,0.2386456306004193,0.3070620238229317,0.0702183280879444,589.7679231762886,1206.748405098915,4063.463854253292,18006.72466057539
NMME ensemble mean,1990-09,1991-06,9,0.7018146514892578,0.6029135391447563,0.1210477650165557,-2.01715007180615,0.7525692020365579,0.0910212926470409,0.2474307979634421,0.3466165171194993,0.4378570759660175,0.3466165171194993,0.0820081176191952,591.3376169800758,1556.9079949259758,4348.449829161167,17370.009402036667
NMME ensemble mean,1990-10,1990-11,1,0.0581626892089843,0.6264630446692704,0.1841471940279007,-0.9128654573626088,0.91993031680795,0.0548738464167196,0.0800696831920501,0.3343189050177695,0.1675857350486118,0.3343189050177695,0.0418585023237584,110.95227068662643,839.4945689439774,1071.5049266815186,21844.753076791763
NMME ensemble mean,1990-10,1990-12,2,0.2891044616699219,0.6105548293115387,0.1558643728494644,-1.0404807597996624,0.8707733740534903,0.0714255363681898,0.1292266259465097,0.3189489986809733,0.1694502150912549,0.3189489986809733,0.0633314601600053,237.236354470253,1353.8214186429975,1730.3923206925392,20545.254749298096
NMME ensemble mean,1990-10,1991-01,3,0.6343975067138672,0.6656067926038678,0.2767524719238281,-1.6964824756641952,0.8327447891027604,0.1033518725942927,0.1672552108972395,0.4891456932789603,0.2862435344720411,0.4891456932789603,0.0620271826005623,460.1171526312828,1092.0296110510826,2899.8011409044266,19414.756938517094
NMME ensemble mean,1990-10,1991-02,4,0.4009056091308594,0.5948082485561356,0.0533454678952693,-2.166230557911808,0.799478368202157,0.058325132150955,0.2005216317978429,0.5052837312597669,0.4730351757328457,0.5052837312597669,0.063331342468658,296.42064237594604,1294.633619606495,3491.156981170177,18784.493599951267
NMME ensemble mean,1990-10,1991-03,5,0.2180290222167968,0.6866936561153294,0.3123020827770233,-2.126710302564866,0.8138896018899071,0.1056932734551749,0.1861103981100929,0.580797339609776,0.3342764528665922,0.580797339609776,0.0595227507829635,524.9572667479515,952.4738281965256,3489.368111729622,18899.905636429787
NMME ensemble mean,1990-10,1991-04,6,0.353921890258789,0.5566549022157892,0.1069080382585525,-1.6770089460689643,0.770694888835074,0.088977683954693,0.229305111164926,0.3245338352070869,0.3168742052842875,0.3245338352070869,0.0856572076464845,534.5130084753036,1722.5972967147827,3750.160110473633,17859.434427440166
NMME ensemble mean,1990-10,1991-05,7,0.4452362060546875,0.6716454349347996,0.226662665605545,-1.7181191420009485,0.8091382183048552,0.1010848409521364,0.1908617816951447,0.3246752664854088,0.2520863495308888,0.3246752664854088,0.0702183280879444,512.2462216615677,1284.270106613636,3270.9717029333115,18799.21681189537
NMME ensemble mean,1990-10,1991-06,8,0.7018146514892578,0.5829115818562949,0.0877945274114608,-1.6823712840919347,0.7800237802358368,0.0807069441896777,0.2199762197641631,0.2351575820548468,0.2180011612784017,0.2351575820548468,0.0820081176191952,460.919541478157,1687.3260704278946,3562.7814391851425,18155.67779201269
NMME ensemble mean,1990-10,1991-07,9,0.7731533050537109,0.6028532374542006,-0.0219629220664501,-1.7975288203290782,0.770092240059053,0.0581016656951175,0.2299077599409469,0.1949551977656902,0.495313530608374,0.1949551977656902,0.082182445546317,338.478156208992,1814.968247175217,3672.172400474548,18041.08603924513
NMME ensemble mean,1990-11,1990-12,1,0.2891044616699219,0.6634108401742386,0.2675199210643768,-1.1225374126038568,0.8655766064155581,0.1036256262320965,0.1344233935844418,0.2884804639751733,0.124441378587187,0.2884804639751733,0.0633314601600053,370.88993978500366,1220.167833328247,1988.075625360012,20287.571444630623
NMME ensemble mean,1990-11,1991-01,2,0.6343975067138672,0.6592302299347796,0.2552360296249389,-2.161169500577485,0.8039215621563517,0.0966513550905318,0.1960784378436482,0.4343284249799535,0.2421684818915035,0.4343284249799535,0.0620271826005623,500.69683998823166,1051.4499236941338,3628.2962784171104,18686.26180100441
NMME ensemble mean,1990-11,1991-02,3,0.4009056091308594,0.5848109688522027,7.674843072891235e-05,-2.8197133652234725,0.758092424734922,0.0527933642394877,0.241907575265078,0.5535443124897507,0.4368037272322447,0.5535443124897507,0.063331342468658,321.7929587364197,1269.2613032460213,4504.275394916534,17771.37518620491
NMME ensemble mean,1990-11,1991-03,4,0.2180290222167968,0.6745505274548989,0.2843690812587738,-2.791487995949216,0.7743202049205171,0.0962113357690985,0.2256797950794829,0.6336184345182052,0.3331274198287886,0.6336184345182052,0.0595227507829635,573.3825813531876,904.0485135912896,4482.184544622898,17907.08920353651
NMME ensemble mean,1990-11,1991-04,5,0.353921890258789,0.5721070711839792,0.0855989530682563,-2.019556254249103,0.7413532429295434,0.0872278193477537,0.2586467570704565,0.367476851281006,0.3420325537749192,0.367476851281006,0.0856572076464845,589.9186413884163,1667.19166380167,4505.854145824909,17103.74039208889
NMME ensemble mean,1990-11,1991-05,6,0.4452362060546875,0.6460024176058471,0.1913451552391052,-2.286887393521016,0.7692002626136126,0.0931708869787484,0.2307997373863873,0.356046329186034,0.2669021112189871,0.356046329186034,0.0702183280879444,565.955843269825,1230.5604850053787,4277.868725061417,17792.319789767265
NMME ensemble mean,1990-11,1991-06,7,0.7018146514892578,0.5348767597820756,-0.0194660257548093,-2.32042747582738,0.7276979930163406,0.0647179694987996,0.2723020069836593,0.2563800809875888,0.2493213899333093,0.2563800809875888,0.0820081176191952,449.7028057575226,1698.542806148529,4800.408822715282,16918.05040848255
NMME ensemble mean,1990-11,1991-07,8,0.7731533050537109,0.4960785188003238,-0.1124516800045967,-2.271309565982357,0.731155779728509,0.0471861123032791,0.2688442202714911,0.1632391141188988,0.3051994881411477,0.1632391141188988,0.082182445546317,317.7600425481796,1835.686360836029,4580.739293158054,17132.519146561623
NMME ensemble mean,1990-11,1991-08,9,0.8167896270751953,0.5844165804609608,-0.1527082175016403,-2.8774284196301982,0.7962953485224041,0.0229439717449916,0.2037046514775959,0.175329826551377,0.6573775544990594,0.175329826551377,0.052536018575173,114.16751253604887,1154.825738132,3706.933053851128,18890.77853858471
NMME ensemble mean,1990-12,1991-01,1,0.6343975067138672,0.7965928665885089,0.4881752133369446,-1.4297899271603651,0.8492869765070168,0.1629785978931486,0.1507130234929831,0.3838852015395018,0.1830053272603001,0.3838852015395018,0.0620271826005623,700.3856819272041,851.7610817551613,2745.2621659636497,19569.29591345787
NMME ensemble mean,1990-12,1991-02,2,0.4009056091308594,0.6864026102192531,0.2023639231920242,-2.083132235596379,0.8047410965112864,0.087376886806903,0.1952589034887135,0.4947792218155608,0.3856444521273843,0.4947792218155608,0.063331342468658,446.1782664656639,1144.875995516777,3515.310622036457,18760.339959084988
NMME ensemble mean,1990-12,1991-03,3,0.2180290222167968,0.760242639161873,0.388478010892868,-1.969015162575456,0.8232760504071812,0.1241081616019931,0.1767239495928187,0.492435998530097,0.3067872051949175,0.492435998530097,0.0595227507829635,597.6373538970947,879.7937410473824,3338.0246025919914,19051.249145567417
NMME ensemble mean,1990-12,1991-04,4,0.353921890258789,0.6114221899228642,0.1855252683162689,-1.4489272264411892,0.7902317320535975,0.1070347400301652,0.2097682679464024,0.2928385405166662,0.3006666338338358,0.2928385405166662,0.0856572076464845,600.0983735918999,1657.0119315981865,3349.4654049277306,18260.12913298607
NMME ensemble mean,1990-12,1991-05,5,0.4452362060546875,0.6735319206192867,0.2023050040006637,-1.6310122396951447,0.8152547193496887,0.0950848378577662,0.1847452806503112,0.2730497310529505,0.2402735907857031,0.2730497310529505,0.0702183280879444,463.3073826432228,1333.208945631981,3076.0521388053894,18994.136376023293
NMME ensemble mean,1990-12,1991-06,6,0.7018146514892578,0.5672608331503229,0.0770808681845665,-1.5366740089168838,0.7919721395151887,0.076399957500424,0.2080278604848113,0.2035124637526377,0.2013968765299717,0.2035124637526377,0.0820081176191952,410.6985197067261,1737.5470921993256,3227.39245313406,18491.06677806377
NMME ensemble mean,1990-12,1991-07,7,0.7731533050537109,0.4991611394271066,-0.1889303922653198,-1.6198290601716434,0.784696040921785,0.0252592731812131,0.215303959078215,0.1574708050118091,0.2583689172518597,0.1574708050118091,0.082182445546317,133.16074484586716,2020.2856585383413,3118.3103843331337,18594.948055386543
NMME ensemble mean,1990-12,1991-08,8,0.8167896270751953,0.530816543570473,-0.0284118633717298,-1.999566780988764,0.8424147038765023,0.0336393125585703,0.1575852961234977,0.1579062809240941,0.2980309235934779,0.1579062809240941,0.052536018575173,130.92301934957504,1138.0702313184738,2622.9715188741684,19974.74007356167
NMME ensemble mean,1990-12,1991-09,9,0.4739665985107422,0.6349006820139411,0.0211341939866542,-1.6466304140364485,0.844021869661693,0.0443983558034249,0.155978130338307,0.2808336368188248,0.5515035595625254,0.2808336368188248,0.058934609649717,172.9601970911026,1286.9246593117714,2435.75933945179,19971.06064724922
NMME ensemble mean,1991-01,1991-02,1,0.4009056091308594,0.7110649994901733,0.458272248506546,-0.8963551657873601,0.8799012815533119,0.1688632202754313,0.1200987184466881,0.4100003261667061,0.2550048851846989,0.4100003261667061,0.063331342468658,582.3624994158745,1008.6917625665664,1857.6689026355743,20417.98167848587
NMME ensemble mean,1991-01,1991-03,2,0.2180290222167968,0.7453459104695648,0.5282486081123352,-0.7287757757178366,0.8970985103423228,0.1955587746500189,0.1029014896576772,0.4151225584443643,0.1486366402746621,0.4151225584443643,0.0595227507829635,597.031317293644,880.3997776508331,1575.519703924656,20813.754044234756
NMME ensemble mean,1991-01,1991-04,3,0.353921890258789,0.6307308322670112,0.2321430444717407,-0.7068125161207193,0.8537992058930287,0.1105173786588628,0.1462007941069712,0.2151553650148639,0.2072887265297666,0.2151553650148639,0.0856572076464845,433.546118080616,1823.5641871094704,1665.767013669014,19943.827524244785
NMME ensemble mean,1991-01,1991-05,4,0.4452362060546875,0.6864001219761348,0.2507331073284149,-0.7876194355852062,0.8744763519756918,0.1034138138348061,0.1255236480243081,0.1863623466363199,0.1808465782918047,0.1863623466363199,0.0702183280879444,345.54493087530136,1450.9713973999023,1544.86446082592,20525.32405400276
NMME ensemble mean,1991-01,1991-06,5,0.7018146514892578,0.56789912463626,0.0718700438737869,-0.8561472841518658,0.847780855202724,0.060701876308051,0.152219144797276,0.1822415941652584,0.136305456348551,0.1822415941652584,0.0820081176191952,234.77962279319763,1913.465989112854,1719.5034112334251,19998.95581996441
NMME ensemble mean,1991-01,1991-07,6,0.7731533050537109,0.4781343563534476,-0.2165130078792572,-0.9630363299079912,0.8386728737118945,0.0115711752521341,0.1613271262881055,0.1518602373430993,0.2133265265494905,0.1518602373430993,0.082182445546317,45.07460498809815,2108.3717983961105,1741.975107908249,19971.283331811428
NMME ensemble mean,1991-01,1991-08,7,0.8167896270751953,0.4891858515572966,-0.4685428142547607,-1.1293225349592806,0.8881338717508447,0.0002331080482575,0.1118661282491553,0.1599125815183168,0.2156882988859416,0.1599125815183168,0.052536018575173,0.6225146651268005,1268.370736002922,1401.5051288604736,21196.206463575363
NMME ensemble mean,1991-01,1991-09,8,0.4739665985107422,0.5633234722083462,-0.1217742934823036,-0.838610203276537,0.8916422253719104,0.0129897758421401,0.1083577746280895,0.2362253240841858,0.1896718189630546,0.2362253240841858,0.058934609649717,34.035532116889954,1425.849324285984,1160.293700218201,21246.52628648281
NMME ensemble mean,1991-01,1991-10,9,0.9941234588623048,0.5712612148597661,-0.1671867072582245,-0.8555123758816001,0.880083035614744,0.0104431804628691,0.119916964385256,0.2235794150719268,0.2459123378354384,0.2235794150719268,0.0646274128612483,30.204046845436096,1599.5163770318031,1262.506417632103,20974.478001594543
NMME ensemble mean,1991-02,1991-03,1,0.2180290222167968,0.8188412862277343,0.4439788460731506,-0.3214098922322606,0.9213460483025164,0.1662571349377228,0.0786539516974835,0.3808714710392363,0.0539975823116886,0.3808714710392363,0.0595227507829635,374.3356344103813,1103.0954605340958,774.1151893734932,21615.158558785915
NMME ensemble mean,1991-02,1991-04,2,0.353921890258789,0.6521223325576231,0.1732930839061737,-0.469409216247926,0.8741345096461933,0.0766200333931634,0.1258654903538067,0.1811759496631091,0.1274714537065842,0.1811759496631091,0.0856572076464845,249.26483988761905,2007.8454653024676,996.149042904377,20613.445495009422
NMME ensemble mean,1991-02,1991-05,3,0.4452362060546875,0.7016079657913495,0.1283136904239654,-0.615171739727316,0.8865853408614512,0.0591168634559539,0.1134146591385487,0.1726516022471716,0.1212627354808193,0.1726516022471716,0.0702183280879444,170.07377564907074,1626.442552626133,1080.3916419148445,20989.79687291384
NMME ensemble mean,1991-02,1991-06,4,0.7018146514892578,0.5712277397473067,-0.0274028461426496,-0.7480441916445328,0.8566461863280641,0.0335180434588768,0.1433538136719359,0.1958187756807493,0.0946131127260518,0.1958187756807493,0.0820081176191952,118.655158162117,2029.5904537439344,1391.79270529747,20326.666525900364
NMME ensemble mean,1991-02,1991-07,5,0.7731533050537109,0.4994014177644409,-0.3136469721794128,-0.8494971385897534,0.8480038021197784,0.0037089621332805,0.1519961978802215,0.1509967456271357,0.1712528778707164,0.1509967456271357,0.082182445546317,13.504899680614471,2139.941503703594,1487.7068883776665,20225.55155134201
NMME ensemble mean,1991-02,1991-08,6,0.8167896270751953,0.5348662942648662,-0.4444928765296936,-0.9543218510841236,0.897327710929578,0.0002539765183633,0.102672289070422,0.1599121613592745,0.1995049626725145,0.1599121613592745,0.052536018575173,0.6225146651268005,1268.370736002922,1182.0784828066826,21415.633109629154
NMME ensemble mean,1991-02,1991-09,7,0.4739665985107422,0.5587242149707256,-0.0975241586565971,-0.694796729229044,0.9001178163272692,0.0132576189212376,0.0998821836727308,0.236073337080678,0.2284607497036226,0.236073337080678,0.058934609649717,32.028916001319885,1427.855940401554,956.0026564002036,21450.817330300808
NMME ensemble mean,1991-02,1991-10,8,0.9941234588623048,0.5537517952742192,-0.1061448082327842,-0.7421757492799761,0.8874076885744283,0.0147235243417698,0.1125923114255717,0.2217337439543822,0.1532270867837673,0.2217337439543822,0.0646274128612483,40.15640836954117,1589.564015507698,1097.6434488892555,21139.34097033739
NMME ensemble mean,1991-02,1991-11,9,1.199077606201172,0.5872578503364706,-0.2268155515193939,-1.0646580299056487,0.8984343233469154,0.0051330541428691,0.1015656766530845,0.2307137351849562,0.2354819754450806,0.2307137351849562,0.0491924934695969,12.506917119026184,1156.737675011158,1267.300351858139,21430.15989911556
NMME ensemble mean,1991-03,1991-04,1,0.353921890258789,0.7056452844320519,0.2533923983573913,-0.3339600955972241,0.8857367030993042,0.0973354013226254,0.1142632969006958,0.1761068954652092,0.1222962470993972,0.1761068954652092,0.0856572076464845,294.0651959180832,1963.0451092720032,764.0432722568512,20845.551265656948
NMME ensemble mean,1991-03,1991-05,2,0.4452362060546875,0.7139532430426142,0.1335963308811187,-0.5463604629661969,0.8914171536692139,0.0576429917376132,0.1085828463307861,0.1655771359570709,0.1225712030920876,0.1655771359570709,0.0702183280879444,158.5202441215515,1637.9960841536522,953.518660247326,21116.66985458136
NMME ensemble mean,1991-03,1991-06,3,0.7018146514892578,0.5793998166651134,-0.0830751284956932,-0.6776878675133633,0.8624159760326673,0.0214428836400346,0.1375840239673327,0.1944899132087642,0.1126151561214918,0.1944899132087642,0.0820081176191952,71.95442032814026,2076.2911915779114,1207.38609957695,20511.073131620884
NMME ensemble mean,1991-03,1991-07,4,0.7731533050537109,0.5179283803739366,-0.263203352689743,-0.748770379933942,0.8562817734780667,0.0052061629447106,0.1437182265219333,0.1512538448542951,0.191716585721708,0.1512538448542951,0.082182445546317,17.9510138630867,2135.495389521122,1294.5851034522057,20418.67333626747
NMME ensemble mean,1991-03,1991-08,5,0.8167896270751953,0.5348770810174307,-0.3059553503990173,-0.9320219428364164,0.8984992593235042,0.0020430313225572,0.1015007406764958,0.1597928368918111,0.2366901229844904,0.1597928368918111,0.052536018575173,4.959351420402527,1264.0338992476463,1158.4543198347092,21439.257272601128
NMME ensemble mean,1991-03,1991-09,6,0.4739665985107422,0.5320882164058545,-0.1344559639692306,-0.7721844285034645,0.8955570024788415,0.0108775397033468,0.1044429975211585,0.2355879452545631,0.2189961304837226,0.2355879452545631,0.058934609649717,27.412737250328064,1432.472119152546,1060.2380756139755,21346.58191108704
NMME ensemble mean,1991-03,1991-10,7,0.9941234588623048,0.538044573712517,-0.0992379784584045,-0.745670468729762,0.8871818338977128,0.0155770068130439,0.1128181661022872,0.2211736590205019,0.1535674295820135,0.2211736590205019,0.0646274128612483,42.60629391670227,1587.114129960537,1105.4837413430214,21131.500677883625
NMME ensemble mean,1991-03,1991-11,8,1.199077606201172,0.5784105524801612,-0.1003598570823669,-0.8941929548740641,0.906819925437201,0.0128014147377974,0.0931800745627989,0.2308653067042163,0.1841872214339773,0.2308653067042163,0.0491924934695969,28.838253796100616,1140.4063383340836,1083.4949985146525,21613.96525245905
NMME ensemble mean,1991-03,1991-12,9,1.564321517944336,0.71314677614082,0.2462054342031479,-1.0877167997111945,0.9005942195633247,0.0782252439990999,0.0994057804366753,0.2782222555336637,0.1817523807259033,0.2782222555336637,0.047614590470521,201.3382167816162,920.8321939110756,1451.6562274694445,21292.87820494175
NMME ensemble mean,1991-04,1991-05,1,0.4452362060546875,0.745522146815429,0.1916495412588119,-0.4595407820971751,0.8975134865049655,0.0714906109484095,0.1024865134950345,0.155915474713022,0.0991020762520464,0.155915474713022,0.0702183280879444,188.33103370666504,1608.185294568539,837.8300734162331,21232.35844141245
NMME ensemble mean,1991-04,1991-06,2,0.7018146514892578,0.5875277868341195,-0.0611842945218086,-0.691278784532561,0.8613014105112041,0.0253762891617856,0.1386985894887958,0.189956917807185,0.1113465267706003,0.189956917807185,0.0820081176191952,86.1897554397583,2062.0558564662933,1248.2224410176275,20470.236790180206
NMME ensemble mean,1991-04,1991-07,3,0.7731533050537109,0.5102182651559772,-0.2926574647426605,-0.7071814166445429,0.8596996561889255,0.0034162929531598,0.1403003438110745,0.151579465779874,0.2424791975704327,0.151579465779874,0.082182445546317,11.47869509458542,2141.9677082896237,1206.539186835289,20506.719252884388
NMME ensemble mean,1991-04,1991-08,4,0.8167896270751953,0.5364429466604629,-0.3484944701194763,-0.9492117574100384,0.8975961749057605,0.0012038777975694,0.1024038250942394,0.1598932721507838,0.2563448767812194,0.1598932721507838,0.052536018575173,2.9458742141723637,1266.0473764538765,1177.9944918751717,21419.717100560665
NMME ensemble mean,1991-04,1991-09,5,0.4739665985107422,0.5749652714886375,-0.12570621073246,-0.6969479280943636,0.8999910362618626,0.0105919649723773,0.1000089637381373,0.2335351877234634,0.2821743281477883,0.2335351877234634,0.058934609649717,25.55244678258896,1434.332409620285,952.5520095825196,21454.26797711849
NMME ensemble mean,1991-04,1991-10,6,0.9941234588623048,0.5342704909820591,-0.1400400102138519,-0.6906347087041353,0.8907386526830214,0.0104458477532055,0.1092613473169785,0.2212752444404307,0.2304210966579016,0.2212752444404307,0.0646274128612483,27.52726984024048,1602.1931540369987,1005.515173137188,21231.46924608946
NMME ensemble mean,1991-04,1991-11,7,1.199077606201172,0.551311597830041,-0.188987985253334,-0.8269254512038526,0.910128981672214,0.0056361262569284,0.089871018327786,0.2308187805004039,0.2475280455168123,0.2308187805004039,0.0491924934695969,12.157590210437776,1157.0870019197464,987.838066458702,21709.622184515
NMME ensemble mean,1991-04,1991-12,8,1.564321517944336,0.7483871834773292,0.2910723686218261,-0.8183371857675605,0.913420619562358,0.0904063491012369,0.0865793804376421,0.2760221403679382,0.1462270493626678,0.2760221403679382,0.047614590470521,205.38014072179797,916.790269970894,1149.574248433113,21594.96018397808
NMME ensemble mean,1991-04,1992-01,9,1.8426265716552732,0.7534230837433414,0.2824820876121521,-0.9967096017583944,0.8479081476591391,0.1227911070452228,0.1520918523408608,0.4454901308137629,0.1825117529382888,0.4454901308137629,0.0761712430324979,508.11533308029175,1465.9965751171112,2163.9347737431526,19728.65816116333
NMME ensemble mean,1991-05,1991-06,1,0.7018146514892578,0.5829695233633028,-0.0791428685188293,-0.7342531873660496,0.8577771606290208,0.0237898185285239,0.1422228393709792,0.1861350172557483,0.1141984847398705,0.1861350172557483,0.0820081176191952,82.71982431411743,2065.525787591934,1328.8647416234016,20389.594489574432
NMME ensemble mean,1991-05,1991-07,2,0.7731533050537109,0.5041151339322588,-0.3159134089946747,-0.912313944443996,0.8428413633932685,0.0040994488033042,0.1571586366067314,0.1512036853531864,0.2059846471085111,0.1512036853531864,0.082182445546317,15.439748048782349,2138.0066553354263,1612.8521381020546,20100.406301617622
