Method,Initialization,Target_Month,Lead_Month,NINO3.4,AUC,SEDI,BSS,Accuracy,CSI,BrS,RMSE,MHW_Intensity_Error_C,Observed_MHW_Intensity_RMSE_C,BrS_Reference,hits,misses,false_alarms,correct_negatives
NMME ensemble mean,2006-01,2006-10,9,0.7271652221679688,0.684090442035321,0.2989708185195923,-0.9643091308211358,0.8472568311449888,0.1299817094968056,0.1527431688550111,0.4021026428614774,0.4288174317154525,0.4021026428614774,0.0777592317107238,544.6382268071175,1476.8487527370453,2168.627375125885,19676.59048843384
NMME ensemble mean,2006-02,2006-03,1,-0.6511325836181641,0.7161578458812118,0.2938785552978515,-1.1374723148699295,0.8860118144978364,0.0987854706827699,0.1139881855021636,0.2615721961720639,0.0292780513995895,0.2615721961720639,0.0533284967993141,298.20655900239944,994.4289965033532,1726.0933824777603,20847.975905120373
NMME ensemble mean,2006-02,2006-04,2,-0.1827163696289062,0.6228398374161654,0.2230881750583648,-0.5184556406853227,0.8705384971443475,0.0986277589525616,0.1294615028556524,0.3069037461630522,0.0346256232989248,0.3069037461630522,0.0852586663626359,338.08670461177826,1907.133766591549,1182.6857106089592,20438.7986612916
NMME ensemble mean,2006-02,2006-05,3,0.0084590911865234,0.501522608483095,0.0296980068087577,-0.5574561701130929,0.8513829476682996,0.0439929733487291,0.1486170523317003,0.2731093010632876,0.0758276199696149,0.2731093010632876,0.0954229436330838,163.2237445116043,2385.2314836382866,1161.7678390145302,20156.481775939465
NMME ensemble mean,2006-02,2006-06,4,0.1386222839355468,0.5625362985704754,0.0664578899741172,-0.9661459235500558,0.867980135728298,0.0510518972304428,0.132019864271702,0.2301827487844817,0.1480515397607359,0.2301827487844817,0.0671465239127969,169.5122812986374,1535.3617424964905,1615.5173915028572,20546.3134278059
NMME ensemble mean,2006-02,2006-07,5,0.1405162811279297,0.5144868082937721,0.0257870908826589,-1.1693439260788412,0.8486773430351379,0.0479429513755169,0.151322656964862,0.2826718017284123,0.1938887060544166,0.2826718017284123,0.0697550329137448,181.86880511045456,1600.8258616924286,2010.7473281621933,20073.26284813881
NMME ensemble mean,2006-02,2006-08,6,0.4259681701660156,0.5921832571197515,0.1873983442783355,-1.4047176880152534,0.8723341132299454,0.0712076194022242,0.1276658867700547,0.2783046699892208,0.2337966249774051,0.2783046699892208,0.0530897607674788,233.60124403238297,1051.9120084643364,1995.05202960968,20586.13956099749
NMME ensemble mean,2006-02,2006-09,7,0.6194992065429688,0.5884767858649447,0.1839814484119415,-0.9530082925593312,0.8423351722658398,0.0952471510229427,0.1576648277341602,0.2899233505090385,0.2358253406360286,0.2899233505090385,0.0807292157103682,396.1405659914017,1713.9510779380798,2048.988829731941,19707.624369442463
NMME ensemble mean,2006-02,2006-10,8,0.7271652221679688,0.7015151156300057,0.2698051631450653,-0.963487714723016,0.8473207038296934,0.1201561803886174,0.1526792961703065,0.2673321086165931,0.2166349589017176,0.2673321086165931,0.0777592317107238,497.6375439763069,1523.8494355678558,2120.1022617816925,19725.11560177803
NMME ensemble mean,2006-02,2006-11,9,0.970571517944336,0.5586030983467104,0.0588304549455642,-0.9284188618435802,0.8199725948279118,0.0681934028631216,0.1800274051720881,0.418873649594925,0.4711808352078525,0.418873649594925,0.0933549286071496,314.4471519589424,2172.3121958971024,2124.3487470149994,19255.59674823284
NMME ensemble mean,2006-03,2006-04,1,-0.1827163696289062,0.6795248637572151,0.4015865325927734,-0.3183296238356508,0.887600974445417,0.1726857827586805,0.112399025554583,0.2863920601871159,-0.0123924116849734,0.2863920601871159,0.0852586663626359,559.9394988417625,1685.2809723615646,997.31339520216,20624.1709766984
NMME ensemble mean,2006-03,2006-05,2,0.0084590911865234,0.5332487410131312,0.094188280403614,-0.534256934356278,0.8535966870342528,0.0607951806203739,0.1464033129657471,0.2742577859083697,0.0434231267955011,0.2742577859083697,0.0954229436330838,226.1789624094963,2322.2762657403946,1171.8883928656578,20146.361222088337
NMME ensemble mean,2006-03,2006-06,3,0.1386222839355468,0.5665846662910302,0.0941014289855957,-1.010754906913634,0.8649847975601499,0.0585874294017647,0.13501520243985,0.2366936616569495,0.1756976983574864,0.2366936616569495,0.0671465239127969,200.5393413901329,1504.334682404995,1718.0333035588264,20443.79751574993
NMME ensemble mean,2006-03,2006-07,4,0.1405162811279297,0.4947178521674268,-0.0206352546811103,-1.2805460438568463,0.8409204356494551,0.0404516223291651,0.1590795643505449,0.2879856378024448,0.2438124324482013,0.2879856378024448,0.0697550329137448,160.05746108293533,1622.6372057199478,2174.06780320406,19909.942373096943
NMME ensemble mean,2006-03,2006-08,5,0.4259681701660156,0.5928120611599313,0.1551843881607055,-1.6430905555685,0.8596789547180855,0.0648927366190555,0.1403210452819144,0.3238928058415727,0.2866324121641614,0.3238928058415727,0.0530897607674788,232.40738946199417,1053.1058630347252,2295.895107984543,20285.296482622623
NMME ensemble mean,2006-03,2006-09,6,0.6194992065429688,0.6383320886545996,0.2047974616289138,-1.1320720196320622,0.8278794980170827,0.1043822710254818,0.1721205019829172,0.360994059476829,0.2742296547939831,0.360994059476829,0.0807292157103682,478.7724213004112,1631.3192226290705,2476.629995644093,19279.98320353031
NMME ensemble mean,2006-03,2006-10,7,0.7271652221679688,0.74197444169116,0.3155182003974914,-1.1616153730023964,0.831914449341244,0.1352782627712347,0.168085550658756,0.3446194290774789,0.2447157059954439,0.3446194290774789,0.0777592317107238,627.5877886414528,1393.89919090271,2617.7490350604057,19227.46882849932
NMME ensemble mean,2006-03,2006-11,8,0.970571517944336,0.5805932055282355,0.108680173754692,-1.1632698016933731,0.7980481021049124,0.0892226828061777,0.2019518978950875,0.3643997343980587,0.3011593872236815,0.3643997343980587,0.0933549286071496,472.1755261421204,2014.5838217139244,2805.342517852783,18574.602977395058
NMME ensemble mean,2006-03,2006-12,9,1.1714839935302734,0.5846574424637788,0.086614154279232,-1.982824791730748,0.7802202876544706,0.0744300807015168,0.2197797123455293,0.4241036251151157,0.4904343474391862,0.4241036251151157,0.0736817371757208,421.8123791217804,1478.0291522145271,3767.388372838497,18199.47493892908
NMME ensemble mean,2006-04,2006-05,1,0.0084590911865234,0.6486920037399997,0.3000444769859314,-0.4629872644568715,0.8603974487278123,0.1382857904824212,0.1396025512721876,0.274940407094393,0.0489349571367523,0.274940407094393,0.0954229436330838,534.6876088380814,2013.7676193118093,1318.0852672457695,20000.164347708225
NMME ensemble mean,2006-04,2006-06,2,0.1386222839355468,0.6365874890566237,0.2910606861114502,-0.9260058674255822,0.870675400966721,0.1149795485862643,0.129324599033279,0.235722911752477,0.2188120453695743,0.235722911752477,0.0671465239127969,400.9967893958092,1303.8772343993187,1782.6747996807098,20379.156019628048
NMME ensemble mean,2006-04,2006-07,3,0.1405162811279297,0.5157494166953664,0.0662021860480308,-1.264078939611057,0.8420690990481141,0.0585309170782806,0.1579309009518858,0.2953240155778836,0.2819436277350285,0.2953240155778836,0.0697550329137448,234.33590763807297,1548.3587591648102,2220.931439459324,19863.07873684168
NMME ensemble mean,2006-04,2006-08,4,0.4259681701660156,0.6153339856125916,0.2011470198631286,-1.5968697001072796,0.86213280887699,0.0747677654344504,0.13786719112301,0.3113779888988464,0.3081944635351858,0.3113779888988464,0.0530897607674788,265.89920324087143,1019.614049255848,2270.8215088248253,20310.37008178234
NMME ensemble mean,2006-04,2006-09,5,0.6194992065429688,0.6612958745228773,0.2463804185390472,-1.0806953727276754,0.8320270944275024,0.1167085103100032,0.1679729055724975,0.3660615105742878,0.2924002899826585,0.3660615105742878,0.0807292157103682,529.7002482414246,1580.391395688057,2428.568363249302,19328.044835925102
NMME ensemble mean,2006-04,2006-10,6,0.7271652221679688,0.7544910636896515,0.3690434396266937,-1.0363707762322671,0.8416533729620086,0.1534827321155916,0.1583466270379913,0.3788944390461677,0.2744865062778144,0.3788944390461677,0.0777592317107238,685.2120296955109,1336.274949848652,2442.937260568142,19402.28060299158
NMME ensemble mean,2006-04,2006-11,7,0.970571517944336,0.6171524262998556,0.1081371456384658,-1.252338110898155,0.7897331364579405,0.0909431871875773,0.2102668635420594,0.4070871826452752,0.3005207702813551,0.4070871826452752,0.0933549286071496,502.0447654724121,1984.714582383633,3033.662588059902,18346.28290718794
NMME ensemble mean,2006-04,2006-12,8,1.1714839935302734,0.6472136767508883,0.1959467083215713,-1.9152954000059288,0.785195970547175,0.0980198829143154,0.2148040294528249,0.330974863882941,0.3317220467805278,0.330974863882941,0.0736817371757208,557.1242999434471,1342.7172313928604,3783.947138667106,18182.91617310047
NMME ensemble mean,2006-04,2007-01,9,0.8154544830322266,0.5362608724538829,0.0516595281660556,-2.399336955018629,0.744934812408271,0.0716333475862708,0.255065187591729,0.4897550443235214,0.4887013772794016,0.4897550443235214,0.0750338054058342,469.720339179039,1470.4579588770866,4617.107589125633,17309.418955922127
NMME ensemble mean,2006-05,2006-06,1,0.1386222839355468,0.705958258898188,0.3137394487857818,-0.9812846944466014,0.8669636198862828,0.1225630721881328,0.1330363801137172,0.2595797062359961,0.2025807877004744,0.2595797062359961,0.0671465239127969,443.51326328516006,1261.3607605099678,1913.7792570590973,20248.05156224966
NMME ensemble mean,2006-05,2006-07,2,0.1405162811279297,0.5734664779634016,0.1099852919578552,-1.463326357324492,0.8281705888675348,0.0712817968574422,0.1718294111324652,0.2953330751423376,0.1687980236531623,0.2953330751423376,0.0697550329137448,314.76370227336884,1467.9309645295143,2633.0708743333817,19450.93930196762
NMME ensemble mean,2006-05,2006-08,3,0.4259681701660156,0.6086816118221466,0.218627393245697,-1.7568023048013344,0.8536420251548628,0.0786456605838359,0.1463579748451371,0.2828111205869426,0.1926726663258152,0.2828111205869426,0.0530897607674788,298.1651855111122,987.3480669856071,2505.7345200777054,20075.45707052946
NMME ensemble mean,2006-05,2006-09,4,0.6194992065429688,0.5817300732161435,0.1560300439596176,-1.1966640359598617,0.8226650351977882,0.091000429983596,0.1773349648022117,0.2918924247014449,0.1873631404251677,0.2918924247014449,0.0807292157103682,423.7079395055771,1686.3837044239044,2546.0175588727,19210.595640301704
NMME ensemble mean,2006-05,2006-10,5,0.7271652221679688,0.6825697172158053,0.233541652560234,-1.1164159743515096,0.8354291198541236,0.1097585414927821,0.1645708801458763,0.2637332613737901,0.1858404236430246,0.2637332613737901,0.0777592317107238,484.25706547498703,1537.2299140691755,2390.5347081422806,19454.68315541744
NMME ensemble mean,2006-05,2006-11,6,0.970571517944336,0.5824648063297839,0.082877978682518,-1.1105351090837,0.8029711455686085,0.0805545418576106,0.1970288544313915,0.310275183229294,0.2473019995057942,0.310275183229294,0.0933549286071496,411.98969638347626,2074.7696514725685,2627.6598628163338,18752.285632431507
NMME ensemble mean,2006-05,2006-12,7,1.1714839935302734,0.648871673534932,0.2206287533044815,-1.676285361578416,0.80280664538095,0.1036141805582544,0.19719335461905,0.2836991546623328,0.3000798534772474,0.2836991546623328,0.0736817371757208,544.0125975608826,1355.828933775425,3350.526657938957,18616.33665382862
NMME ensemble mean,2006-05,2007-01,8,0.8154544830322266,0.5694933895435345,0.1056724265217781,-2.054220814771852,0.7708301897179602,0.0803217485621742,0.2291698102820397,0.3494946563850484,0.3075520680894053,0.3494946563850484,0.0750338054058342,477.69105100631714,1462.4872470498085,4007.0409739017487,17919.48557114601
NMME ensemble mean,2006-05,2007-02,9,0.2691860198974609,0.5271709910106764,-0.0295350421220064,-2.088787382957055,0.7267526870475357,0.0664339410676102,0.2732473129524643,0.3079652427194463,0.4674595397698415,0.3079652427194463,0.0884642673886056,464.0805050730705,1876.77388304472,4644.739084362984,16881.11137062311
NMME ensemble mean,2006-06,2006-07,1,0.1405162811279297,0.6152835411126324,0.1456286758184433,-1.3757112698652674,0.8342821821769937,0.0790835653845306,0.1657178178230063,0.3034473705616369,0.1366190017132741,0.3034473705616369,0.0697550329137448,339.64692372083664,1443.0477430820465,2512.090502142906,19571.919674158096
NMME ensemble mean,2006-06,2006-08,2,0.4259681701660156,0.6200012853887527,0.2195081710815429,-1.7801370370080427,0.8524031898044355,0.0788161095788441,0.1475968101955645,0.2644582522758388,0.1531252929424562,0.2644582522758388,0.0530897607674788,301.3964228630066,984.1168296337128,2538.532675087452,20042.658915519714
NMME ensemble mean,2006-06,2006-09,3,0.6194992065429688,0.5917901792337469,0.1864765584468841,-1.1058283777543436,0.8299981266432548,0.0985593418872626,0.1700018733567452,0.2981513509390929,0.1802166194288983,0.2981513509390929,0.0807292157103682,443.6156122684479,1666.4760316610336,2390.9085025191307,19365.704696655277
NMME ensemble mean,2006-06,2006-10,4,0.7271652221679688,0.7025267920895203,0.2893476784229278,-1.0657633144810847,0.8393678317697525,0.1270464021159237,0.1606321682302474,0.2674048691062378,0.1813110620865337,0.2674048691062378,0.0777592317107238,557.9511732459068,1463.535806298256,2370.2247411608696,19474.993122398853
NMME ensemble mean,2006-06,2006-11,5,0.970571517944336,0.6098665454454822,0.1415536403656005,-1.1226139230178656,0.8018435287561254,0.0980279120520511,0.1981564712438746,0.3181777720088951,0.2332333049704804,0.3181777720088951,0.0933549286071496,513.9932033419609,1972.766144514084,2756.5758674144745,18623.369627833366
NMME ensemble mean,2006-06,2006-12,6,1.1714839935302734,0.6704369597056014,0.2829320132732391,-1.653416076072168,0.804491694065018,0.1192441255020678,0.195508305934982,0.2787943955342976,0.2848704094183525,0.2787943955342976,0.0736817371757208,631.7410811185837,1268.1004502177238,3398.038581907749,18568.82472985983
NMME ensemble mean,2006-06,2007-01,7,0.8154544830322266,0.5613739758430353,0.154041901230812,-2.3789135916088746,0.7464672550840912,0.0913775981953894,0.2535327449159089,0.3758852635221524,0.2964986820091424,0.3758852635221524,0.0750338054058342,608.5311573147774,1331.6471407413485,4719.344050228596,17207.182494819164
NMME ensemble mean,2006-06,2007-02,8,0.2691860198974609,0.5867692562262588,0.1095309928059578,-2.0847921662758955,0.7271061209642932,0.096035620422184,0.2728938790357068,0.3427964877962522,0.3402229671561503,0.3427964877962522,0.0884642673886056,691.9381653666496,1648.9162227511406,4864.161441683769,16661.689013302326
NMME ensemble mean,2006-06,2007-03,9,-0.0139369964599609,0.4448139731501777,-0.2166772186756134,-2.7074265481957607,0.7654386961747796,0.0219308905142619,0.2345613038252204,0.2577795231269139,0.3638348557323194,0.2577795231269139,0.0632679571060877,125.52653861045836,1463.6367236971855,4134.568682312965,18142.97289848328
NMME ensemble mean,2006-07,2006-08,1,0.4259681701660156,0.6456294165589225,0.2309893369674682,-1.169262094694811,0.8848343943506924,0.0812238518977956,0.1151656056493075,0.2391545816880662,0.079570858945041,0.2391545816880662,0.0530897607674788,242.99040633440015,1042.5228461623192,1706.1006719470024,20875.090918660164
NMME ensemble mean,2006-07,2006-09,2,0.6194992065429688,0.5656543952419955,0.1345069855451584,-0.8990453403933374,0.8466915590716166,0.0787907079493007,0.1533084409283834,0.2728392132271637,0.130929387454653,0.2728392132271637,0.0807292157103682,312.9501918554306,1797.141452074051,1861.8258575201037,19894.7873416543
NMME ensemble mean,2006-07,2006-10,3,0.7271652221679688,0.6489731851872581,0.1851743459701538,-0.8558183757005908,0.8556929889108786,0.09064301189549,0.1443070110891213,0.2459905747766135,0.1466361859501001,0.2459905747766135,0.0777592317107238,343.3047506213188,1678.182228922844,1765.9506115317345,20079.26725202799
NMME ensemble mean,2006-07,2006-11,4,0.970571517944336,0.5626188305600807,0.028390847146511,-0.8320568603400453,0.8289684625987164,0.0561984005810373,0.1710315374012836,0.2710460297241814,0.2231086534540967,0.2710460297241814,0.0933549286071496,243.059112906456,2243.700234949589,1838.25898706913,19541.68650817871
NMME ensemble mean,2006-07,2006-12,5,1.1714839935302734,0.6371523050807804,0.1759621202945709,-1.2016098786857763,0.8377815595552038,0.0894178863878845,0.1622184404447961,0.2379448404006454,0.2607874498962624,0.2379448404006454,0.0736817371757208,380.1876181960106,1519.653913140297,2351.9657250642776,19614.8975867033
NMME ensemble mean,2006-07,2007-01,6,0.8154544830322266,0.5561271919098097,0.0970106720924377,-1.695813149548458,0.7977228807262918,0.0758390961995521,0.2022771192737082,0.3627375252129264,0.2756059971407925,0.3627375252129264,0.0750338054058342,396.17291325330734,1544.0053848028183,3283.682917416096,18642.843627631664
NMME ensemble mean,2006-07,2007-02,7,0.2691860198974609,0.5825384436952336,0.0424368306994438,-1.532727926132586,0.7759440795200183,0.074208037057557,0.2240559204799817,0.3137349107054393,0.3191336197576727,0.3137349107054393,0.0884642673886056,428.6338095664978,1912.2205785512924,3435.2559438943863,18090.59451109171
NMME ensemble mean,2006-07,2007-03,8,-0.0139369964599609,0.4963940465915041,-0.1483075618743896,-2.0784497232575507,0.8052327749556935,0.0253202447672994,0.1947672250443065,0.2503240183195344,0.2737223592252551,0.2503240183195344,0.0632679571060877,120.75754994153976,1468.405712366104,3180.046160876751,19097.49541991949
NMME ensemble mean,2006-07,2007-04,9,-0.0791549682617187,0.50830822978813,0.0107812574133276,-1.654252943546402,0.8353760758692256,0.0452304934721353,0.1646239241307744,0.3037524341171544,0.2626815654314854,0.3037524341171544,0.0620226962660224,186.1307802796364,1365.882140874863,2563.1484664678574,19751.54345548153
NMME ensemble mean,2006-08,2006-09,1,0.6194992065429688,0.6091464866994384,0.2040813416242599,-1.0076274754869652,0.8379258084653507,0.1025248014525473,0.1620741915346492,0.2827501297082882,0.0828074851343069,0.2827501297082882,0.0807292157103682,441.8886098265648,1668.2030341029167,2199.9738579392438,19556.63934123516
NMME ensemble mean,2006-08,2006-10,2,0.7271652221679688,0.7058705703582833,0.2326772809028625,-1.0529436629572415,0.8403646780230458,0.1089349928603454,0.1596353219769542,0.2592823807546991,0.1248963616493979,0.2592823807546991,0.0777592317107238,465.778539955616,1555.7084395885468,2254.260672569275,19590.957190990448
NMME ensemble mean,2006-08,2006-11,3,0.970571517944336,0.5894010909845131,0.0450116321444511,-1.1105945550504153,0.8029655959946298,0.0700757702205246,0.1970344040053702,0.3077306793511186,0.2062751374480545,0.3077306793511186,0.0933549286071496,354.36828196048737,2132.3910658955574,2570.1708984375,18809.77459681034
NMME ensemble mean,2006-08,2006-12,4,1.1714839935302734,0.6653664978646295,0.247848555445671,-1.4239710685978104,0.8213976008020248,0.1104720155658312,0.1786023991979751,0.2499405865820055,0.2642703781832605,0.2499405865820055,0.0736817371757208,529.38595277071,1370.4555785655975,2892.19516736269,19074.668144404888
NMME ensemble mean,2006-08,2007-01,5,0.8154544830322266,0.569468379650713,0.1583245694637298,-2.051996216441108,0.7709971097962154,0.091522659080269,0.2290028902037845,0.3826282648571188,0.2678324817843107,0.3826282648571188,0.0750338054058342,550.6148951053619,1389.5634029507637,4075.980985760689,17850.54555928707
NMME ensemble mean,2006-08,2007-02,6,0.2691860198974609,0.5907421076414208,0.087378941476345,-1.9925806213736563,0.7352635477288413,0.0904167537641959,0.2647364522711587,0.3210583558042491,0.2844093202735048,0.3210583558042491,0.0884642673886056,628.076674580574,1712.7777135372162,4605.609054028988,16920.241400957108
NMME ensemble mean,2006-08,2007-03,7,-0.0139369964599609,0.4725466850538975,-0.1297401189804077,-3.0212127608083827,0.7455860835347224,0.0350197103958363,0.2544139164652775,0.2429785542135194,0.2234622548048474,0.2429785542135194,0.0632679571060877,220.35729545354843,1368.8059668540957,4703.215885400772,17574.32569539547
NMME ensemble mean,2006-08,2007-04,8,-0.0791549682617187,0.5345520622930358,0.007843398489058,-2.639135287160987,0.7742910174134499,0.0517784685624045,0.2257089825865501,0.3000482297321835,0.1606503372932952,0.3000482297321835,0.0620226962660224,294.15802025794983,1257.8549008965492,4129.074766933918,18185.61715501547
NMME ensemble mean,2006-08,2007-05,9,-0.3253612518310547,0.4246728532428726,-0.1615502089262008,-2.319077281569093,0.8227331169434952,0.0194591561510881,0.1772668830565049,0.1817327180843556,0.3251291905355595,0.1817327180843556,0.0534084831470697,83.96115130186081,1211.0606673955915,3019.715708971024,19551.96731543541
NMME ensemble mean,2006-09,2006-10,1,0.7271652221679688,0.7776653220686818,0.4551551043987274,-0.9593283089057598,0.8476441360304164,0.1845802660251785,0.1523558639695836,0.259645827041114,0.1074724247570643,0.259645827041114,0.0777592317107238,823.1058465838432,1198.3811329603195,2437.8513035178185,19407.366560041904
NMME ensemble mean,2006-09,2006-11,2,0.970571517944336,0.6250068799236603,0.2379143834114074,-1.0983167614109028,0.8041117885432998,0.1277692331020908,0.1958882114567002,0.3155010989859234,0.1711547852076426,0.3155010989859234,0.0933549286071496,684.8502986431122,1801.9090492129328,2873.297075867653,18506.648419380188
NMME ensemble mean,2006-09,2006-12,3,1.1714839935302734,0.672068186890023,0.3048420250415802,-1.773753145767174,0.7956250497232541,0.1240698374686744,0.2043749502767459,0.2776982694726827,0.2359484609742006,0.2776982694726827,0.0736817371757208,690.9026499986649,1208.938881337643,3668.8177342414856,18298.045577526093
NMME ensemble mean,2006-09,2007-01,4,0.8154544830322266,0.5731442787095442,0.1465954780578613,-2.50859877301078,0.7367364824187602,0.0901555711947515,0.2632635175812398,0.4183257336928788,0.2442944218382646,0.4183257336928788,0.0750338054058342,622.5992184877396,1317.579079568386,4965.653590500355,16960.872954547405
NMME ensemble mean,2006-09,2007-02,5,0.2691860198974609,0.5931056474715166,0.0622381567955017,-2.23817866738196,0.7135368965166436,0.0870859643920543,0.2864631034833563,0.3393307115037135,0.274442050217566,0.3393307115037135,0.0884642673886056,652.1979604363441,1688.656427681446,5148.2739115953445,16377.57654339075
NMME ensemble mean,2006-09,2007-03,6,-0.0139369964599609,0.4740681021842954,-0.1613938510417938,-3.318133310294746,0.7268005269459032,0.0328026177583313,0.2731994730540968,0.2466609926850965,0.2147182797154123,0.2466609926850965,0.0632679571060877,221.1391879320145,1368.0240743756294,5152.347112298012,17125.19446849823
NMME ensemble mean,2006-09,2007-04,7,-0.0791549682617187,0.5268798100457723,-0.0042377356439828,-3.000995566306859,0.7518474672292473,0.0516396710445713,0.2481525327707526,0.3104473776804647,0.1540235795224027,0.3104473776804647,0.0620226962660224,322.4937207102776,1229.5192004442215,4693.064055263996,17621.62786668539
NMME ensemble mean,2006-09,2007-05,8,-0.3253612518310547,0.4655970467473238,-0.0345387682318687,-3.011349961536223,0.7857598831822938,0.0387725914208532,0.2142401168177061,0.1627933959021869,0.2115573858007589,0.1627933959021869,0.0534084831470697,206.2490427494049,1088.7727759480476,4024.4328576922417,18547.25016671419
NMME ensemble mean,2006-09,2007-06,9,-0.079010009765625,0.3194832700426291,-0.3641449809074402,-1.7316998147461966,0.7787361974828029,0.0073589025522523,0.2212638025171971,0.1666418181986244,0.3400958986402458,0.1666418181986244,0.0809985787321052,39.14926689863205,2078.9783867001534,3201.8594804406166,18546.717709064484
NMME ensemble mean,2006-10,2006-11,1,0.970571517944336,0.6790638134280398,0.2974925637245178,-0.9998577778388498,0.8133034199254013,0.1468975235647541,0.1866965800745987,0.332864422996822,0.1642483044440927,0.332864422996822,0.0933549286071496,767.2591857910156,1719.5001620650291,2736.332009792328,18643.613485455517
NMME ensemble mean,2006-10,2006-12,2,1.1714839935302734,0.6969398015442069,0.3573799133300781,-1.5296182846858626,0.8136133303928784,0.1397134973799605,0.1863866696071216,0.2754755729441928,0.2169979481269937,0.2754755729441928,0.0736817371757208,722.4413005113602,1177.4002308249474,3271.035399377346,18695.827912390232
NMME ensemble mean,2006-10,2007-01,3,0.8154544830322266,0.5833230185676211,0.2131427377462387,-2.2461233967900927,0.7564310087219264,0.1033199102303807,0.2435689912780735,0.4237583032938031,0.2199953377839233,0.4237583032938031,0.0750338054058342,669.8243839740753,1270.3539140820503,4542.835309684277,17383.691235363483
NMME ensemble mean,2006-10,2007-02,4,0.2691860198974609,0.5849680583337553,0.0955405682325363,-2.146101206061799,0.7216824616753343,0.0934228421204758,0.2783175383246656,0.340534496164883,0.2497783900031159,0.340534496164883,0.0884642673886056,684.5124313235283,1656.341956794262,4986.180583059788,16539.669871926308
NMME ensemble mean,2006-10,2007-03,5,-0.0139369964599609,0.4853731272306076,-0.0837010517716407,-3.06930431147914,0.7425434293697197,0.0416517828332515,0.2574565706302802,0.2439805038391003,0.1983271831409595,0.2439805038391003,0.0632679571060877,267.0586802363396,1322.1045820713043,4822.535399079323,17455.00618171692
NMME ensemble mean,2006-10,2007-04,6,-0.0791549682617187,0.5562862607543294,0.0633081272244453,-2.53413468867221,0.7808034376412699,0.0604884317835735,0.2191965623587301,0.3033382715604414,0.1361754723320654,0.3033382715604414,0.0620226962660224,336.81885439157486,1215.1940667629242,4016.3055896759033,18298.386332273483
NMME ensemble mean,2006-10,2007-05,7,-0.3253612518310547,0.4837728425329277,-0.0240701735019683,-2.606811120255685,0.8073656890691606,0.0384279523389122,0.1926343109308394,0.1576980199366051,0.1690338090466537,0.1576980199366051,0.0534084831470697,183.7348415851593,1111.2869771122932,3486.2592645287514,19085.42375987768
NMME ensemble mean,2006-10,2007-06,8,-0.079010009765625,0.396421678423886,-0.1815535724163055,-1.844819849446997,0.7695736354459116,0.0289945866565294,0.2304263645540883,0.1692560918696038,0.1639022115602507,0.1692560918696038,0.0809985787321052,164.2176757454872,1953.9099778532984,3545.6080530285835,18202.96913647652
NMME ensemble mean,2006-10,2007-07,9,-0.3571453094482422,0.431039860267571,0.0181344468146562,-1.1946301957567558,0.8125138754238639,0.0589107293565328,0.1874861245761361,0.3241263228254216,0.340209292500005,0.3241263228254216,0.0854294837183204,280.10778027772903,1970.208750188351,2504.467247247696,19111.92106539011
NMME ensemble mean,2006-11,2006-12,1,1.1714839935302734,0.7072497646878372,0.4046489596366882,-1.6051146140594064,0.8080506296942453,0.151387750022235,0.1919493703057547,0.275091888843153,0.1853527645041467,0.275091888843153,0.0736817371757208,817.2606557011604,1082.580875635147,3498.6180902719498,18468.24522149563
NMME ensemble mean,2006-11,2007-01,2,0.8154544830322266,0.6029764725531734,0.2136618643999099,-2.5366453118751284,0.7346320438793056,0.1030392830886883,0.2653679561206944,0.4219099787723725,0.1791165419651778,0.4219099787723725,0.0750338054058342,727.5625675916672,1212.6157304644585,5120.842953085899,16805.68359196186
NMME ensemble mean,2006-11,2007-02,3,0.2691860198974609,0.5864401188715236,0.1138614639639854,-2.2087946891586587,0.7161363286231307,0.0977453195503109,0.2838636713768693,0.3236838024936316,0.2060064006332687,0.3236838024936316,0.0884642673886056,733.95444470644,1606.8999434113505,5167.9905170202255,16357.85993796587
NMME ensemble mean,2006-11,2007-03,4,-0.0139369964599609,0.4896820082696828,-0.1507379859685897,-3.36986689838112,0.7235274485139105,0.0344772556045249,0.2764725514860895,0.2401301110468765,0.1777606424288907,0.2401301110468765,0.0632679571060877,235.62136232852936,1353.5418999791143,5244.946883559227,17032.594697237015
NMME ensemble mean,2006-11,2007-04,5,-0.0791549682617187,0.5624367597448471,0.0725671648979187,-2.8809289420526327,0.7592943229970539,0.0631769784807449,0.2407056770029461,0.301878528229792,0.1282529153432018,0.301878528229792,0.0620226962660224,387.4182653427124,1164.5946558117869,4580.256691277027,17734.43523067236
NMME ensemble mean,2006-11,2007-05,6,-0.3253612518310547,0.4936270882333705,0.0335171185433864,-2.9975052626988137,0.786499307546828,0.0481602958418072,0.2135006924531721,0.1636927067825423,0.1826706881469664,0.1636927067825423,0.0534084831470697,257.82028234004974,1037.2015363574028,4058.3564742207527,18513.32655018568
NMME ensemble mean,2006-11,2007-06,7,-0.079010009765625,0.4025493113330047,-0.1516407877206802,-2.129167596899372,0.7465418720365936,0.0376747846014584,0.2534581279634063,0.1695483942603458,0.1562695780676218,0.1695483942603458,0.0809985787321052,236.8250281214714,1881.302625477314,4167.90770471096,17580.66948479414
NMME ensemble mean,2006-11,2007-07,8,-0.3571453094482422,0.5011093560349337,-0.0502115376293659,-1.7524390480383905,0.764860553159935,0.0544419457639765,0.235139446840065,0.2890061197459755,0.1834311215610287,0.2890061197459755,0.0854294837183204,323.1196686029434,1927.1968618631363,3684.8069128394127,17931.581399798393
